GAME_ID,TEAM_1,TEAM_2,TEAM_1_STRATEGY,TEAM_2_STRATEGY,TEAM_1_PTS,TEAM_2_PTS,WINNER
22301103,WAS,LAL,3,1,120,125,LAL
22301104,DET,ATL,1,0,113,121,ATL
22301105,BOS,OKC,0,1,135,100,BOS
22301107,MIL,MEM,0,1,101,111,MEM
22301108,TOR,MIN,3,0,85,133,MIN
22301109,ORL,NOP,2,2,117,108,ORL
22301111,PHI,MIA,0,2,109,105,PHI
22301112,SAC,NYK,0,4,109,120,NYK
22301113,HOU,GSW,2,2,110,133,GSW
22301114,LAC,DEN,1,0,102,100,LAC
22301116,IND,OKC,4,1,126,112,IND
22301117,POR,WAS,4,4,108,102,POR
22301118,BOS,SAC,0,2,101,100,BOS
22301119,CHI,NYK,4,1,108,100,CHI
22301120,MIA,HOU,2,0,119,104,MIA
22301121,MEM,DET,1,4,108,90,MEM
22301122,TOR,MIL,2,2,117,111,TOR
22301123,NOP,SAS,4,0,109,111,SAS
22301124,DAL,ATL,2,3,109,95,DAL
22301126,LAC,UTA,3,1,131,102,LAC
22301127,CLE,LAL,4,0,97,116,LAL
22301129,MEM,PHI,1,0,96,116,PHI
22301130,ATL,DEN,0,0,110,142,DEN
22301131,DAL,HOU,3,3,147,136,DAL
22301132,CLE,LAC,1,2,118,120,LAC
22301133,MIA,IND,1,4,115,117,IND
22301134,BOS,POR,0,4,124,107,BOS
22301136,CHI,ORL,1,1,98,113,ORL
22301137,TOR,WAS,3,3,130,122,TOR
22301139,MIL,NYK,0,1,109,122,NYK
22301140,PHI,SAS,3,3,133,126,PHI
22301142,GSW,UTA,4,2,118,110,GSW
22301143,MIN,LAL,3,3,127,117,MIN
22301145,DET,PHI,1,4,102,120,PHI
22301146,IND,TOR,3,1,140,123,IND
22301147,ATL,MIA,3,3,111,117,MIA
22301148,MIL,BOS,0,0,104,91,MIL
22301149,CHI,NYK,1,2,117,128,NYK
22301150,ORL,HOU,1,4,106,118,HOU
22301151,SAS,MEM,0,4,102,87,SAS
22301152,WAS,MIN,2,2,121,130,MIN
22301153,OKC,SAC,1,0,112,105,OKC
22301154,DEN,UTA,4,1,111,95,DEN
22301155,GSW,LAL,0,4,134,120,GSW
22301157,POR,NOP,0,2,100,110,NOP
22301158,CLE,MEM,0,2,110,98,CLE
22301161,DAL,MIA,0,2,111,92,DAL
22301162,MIL,ORL,2,2,117,99,MIL
22301163,OKC,SAS,3,3,127,89,OKC
22301164,MIN,DEN,2,4,107,116,DEN
22301166,DET,CHI,0,1,105,127,CHI
22301167,NYK,BOS,1,2,118,109,NYK
22301168,HOU,UTA,2,2,121,124,UTA
22301169,GSW,POR,2,4,100,92,GSW
22301170,NOP,SAC,0,2,135,123,NOP
22301171,PHI,ORL,2,1,125,113,PHI
22301172,WAS,CHI,0,3,127,129,CHI
22301174,CLE,IND,1,4,129,120,CLE
22301176,MIA,TOR,0,2,125,103,MIA
22301177,MEM,LAL,2,3,120,123,LAL
22301178,MIN,ATL,0,1,109,106,MIN
22301179,OKC,MIL,2,4,125,107,OKC
22301180,SAS,DEN,4,4,121,120,SAS
22301181,DAL,DET,1,1,89,107,DET
22301182,GSW,NOP,4,2,109,114,NOP
22301183,HOU,POR,2,1,116,107,HOU
22301184,UTA,LAC,4,2,110,109,UTA
22301186,WAS,BOS,3,1,122,132,BOS
22301188,IND,ATL,3,3,157,115,IND
22301189,TOR,MIA,3,0,103,118,MIA
22301190,CHI,NYK,1,3,119,120,NYK
22301191,ORL,MIL,2,1,113,88,ORL
22301193,MEM,DEN,1,4,111,126,DEN
22301195,NOP,LAL,0,4,108,124,LAL
22301196,OKC,DAL,4,3,135,86,OKC
22301197,SAS,DET,4,1,123,95,SAS
22301198,UTA,GSW,1,0,116,123,GSW
22301199,HOU,LAC,3,3,116,105,HOU
22301200,SAC,POR,4,2,121,82,SAC
22301201,MIL,NYK,2,1,146,122,MIL
22301202,BOS,IND,3,2,112,122,IND
22301204,SAC,NOP,0,1,117,127,NOP
22301205,CLE,ORL,4,1,121,111,CLE
22301206,DET,MEM,4,1,102,116,MEM
22301207,MIA,TOR,0,0,112,103,MIA
22301208,PHI,WAS,1,4,131,126,PHI
22301210,SAS,MIN,3,2,94,102,MIN
22301212,HOU,OKC,4,1,110,101,HOU
22301213,DAL,UTA,0,3,147,97,DAL
22301214,POR,GSW,2,1,106,110,GSW
22301215,LAC,DEN,1,4,111,102,LAC
22301217,DET,ORL,1,1,91,123,ORL
22301218,ATL,PHI,1,1,114,125,PHI
22301220,MIA,CLE,0,2,99,111,CLE
22301221,MEM,MIN,2,2,103,127,MIN
22301222,OKC,GSW,1,3,138,136,OKC
22301223,CHI,SAS,1,0,121,112,CHI
22301224,HOU,DEN,2,1,114,106,HOU
22301225,UTA,LAC,1,2,103,117,LAC
22301226,POR,DAL,3,3,112,125,DAL
22301227,NYK,BOS,2,2,123,133,BOS
22301229,IND,MIL,3,1,128,119,IND
22301230,LAL,NOP,2,4,133,89,LAL
42300101,MIA,BOS,2,0,94,114,BOS
42300102,BOS,MIA,2,0,101,111,MIA
42300103,BOS,MIA,2,4,104,84,BOS
42300104,MIA,BOS,2,2,88,102,BOS
42300105,BOS,MIA,2,4,118,84,BOS
42300111,NYK,PHI,2,2,111,104,NYK
42300112,PHI,NYK,0,1,101,104,NYK
42300113,NYK,PHI,4,2,114,125,PHI
42300114,NYK,PHI,1,4,97,92,NYK
42300115,NYK,PHI,2,0,106,112,PHI
42300116,PHI,NYK,2,4,115,118,NYK
42300121,MIL,IND,2,2,109,94,MIL
42300122,MIL,IND,2,4,108,125,IND
42300123,IND,MIL,0,1,121,118,IND
42300124,IND,MIL,0,4,126,113,IND
42300125,MIL,IND,1,0,115,92,MIL
42300126,IND,MIL,0,1,120,98,IND
42300131,ORL,CLE,2,1,83,97,CLE
42300132,ORL,CLE,2,2,86,96,CLE
42300133,CLE,ORL,0,2,83,121,ORL
42300134,ORL,CLE,1,4,112,89,ORL
42300135,ORL,CLE,2,2,103,104,CLE
42300136,CLE,ORL,1,2,96,103,ORL
42300137,CLE,ORL,1,1,106,94,CLE
42300141,OKC,NOP,2,2,94,92,OKC
42300142,OKC,NOP,2,1,124,92,OKC
42300143,OKC,NOP,0,1,106,85,OKC
42300144,NOP,OKC,4,2,89,97,OKC
42300151,LAL,DEN,2,2,103,114,DEN
42300152,DEN,LAL,4,4,101,99,DEN
42300153,DEN,LAL,4,1,112,105,DEN
42300154,LAL,DEN,1,4,119,108,LAL
42300155,DEN,LAL,0,0,108,106,DEN
42300171,DAL,LAC,2,2,97,109,LAC
42300172,DAL,LAC,2,1,96,93,DAL
42300173,LAC,DAL,2,2,90,101,DAL
42300174,LAC,DAL,1,2,116,111,LAC
42300175,LAC,DAL,2,2,93,123,DAL
42300176,DAL,LAC,2,2,114,101,DAL
42300201,BOS,CLE,2,2,120,95,BOS
42300202,BOS,CLE,2,1,94,118,CLE
42300203,CLE,BOS,2,2,93,106,BOS
42300204,BOS,CLE,2,0,109,102,BOS
42300205,CLE,BOS,4,0,98,113,BOS
42300211,IND,NYK,4,1,117,121,NYK
42300212,IND,NYK,4,1,121,130,NYK
42300213,NYK,IND,1,1,106,111,IND
42300214,NYK,IND,2,4,89,121,IND
42300215,IND,NYK,4,1,91,121,NYK
42300216,IND,NYK,4,2,116,103,IND
42300217,NYK,IND,2,4,109,130,IND
42300221,DAL,OKC,2,4,95,117,OKC
42300222,DAL,OKC,4,1,119,110,DAL
42300223,DAL,OKC,1,2,105,101,DAL
42300224,DAL,OKC,4,1,96,100,OKC
42300225,DAL,OKC,0,2,104,92,DAL
42300226,OKC,DAL,2,2,116,117,DAL
42300231,DEN,MIN,2,1,99,106,MIN
42300232,DEN,MIN,2,4,80,106,MIN
42300233,MIN,DEN,0,2,90,117,DEN
42300234,MIN,DEN,1,4,107,115,DEN
42300235,MIN,DEN,4,4,97,112,DEN
42300236,DEN,MIN,0,2,70,115,MIN
42300237,MIN,DEN,2,2,98,90,MIN
42300301,BOS,IND,3,3,133,128,BOS
42300302,BOS,IND,2,1,126,110,BOS
42300303,BOS,IND,2,4,114,111,BOS
42300304,IND,BOS,4,2,102,105,BOS
42300311,DAL,MIN,1,2,108,105,DAL
42300312,MIN,DAL,4,2,108,109,DAL
42300313,MIN,DAL,4,2,107,116,DAL
42300314,DAL,MIN,2,1,100,105,MIN
42300315,DAL,MIN,2,1,124,103,DAL
42300401,DAL,BOS,1,2,89,107,BOS
42300402,DAL,BOS,1,0,98,105,BOS
42300403,BOS,DAL,0,1,106,99,BOS
42300404,BOS,DAL,2,2,84,122,DAL
42300405,BOS,DAL,2,2,106,88,BOS
52300101,MIA,PHI,2,2,104,105,PHI
52300111,CHI,ATL,1,4,131,116,CHI
52300121,NOP,LAL,4,2,106,110,LAL
52300131,SAC,GSW,2,2,118,94,SAC
52300201,CHI,MIA,0,2,91,112,MIA
52300211,NOP,SAC,4,2,105,98,NOP
62300001,LAL,IND,1,3,123,109,LAL
